id	video_id	sentence
11608	vid638	一名男子在切面包片
11619	vid387	一个人在磨指甲
11637	vid1399	两只熊猫在玩耍
11650	vid1405	一个人在给混合了水果的杯子里加牛奶
11652	vid876	一个小男孩坐在椅子上在吃东西
11656	vid45	一名女字在煮面条
11662	vid212	一只松鼠在地面上绕圈
11670	vid264	一名女子在烫头发
11677	vid112	一名女字坐在沙发上在弹吉他
11678	vid1403	一个小女孩在整理床铺
11695	vid1212	三名男孩在一个小水池里玩耍
11697	vid939	一名男子在打扫房间
11710	vid834	一个小男孩坐在车里在打电子游戏
11725	vid96	一个人在碗里调配酱料
11728	vid893	一名男子正在被记者采访
11741	vid1368	一名男子被埋进了沙子里
11779	vid202	一名男子在思考
11799	vid1606	一只狐猴蹲在毯子上在吃东西
11806	vid540	一名女子在削苹果皮
11819	vid1653	一个人在给两只熊猫喂奶
11821	vid1849	一个男人在做萝卜片
11833	vid88	一个人在剥虾
11851	vid694	两名女士在树林里打架
11856	vid1403	一个小女孩在铺床
11860	vid264	一名女士在给自己烫头发
11862	vid740	一只小狗在爬楼梯
11897	vid1432	一只熊猫从滑梯上滑进了雪地里
11899	vid1547	一个人在切洋葱
11912	vid1413	一个小宝宝拿着纸盘子在地上玩
11935	vid47	一个人在用指头触摸一只蟾蜍
11955	vid1513	一名男子在喝水
11968	vid1465	一支乐队在舞台上演出
11979	vid1606	一只袋熊坐在毯子上在吃东西
11994	vid1116	一名女士在屋子里跳舞
11995	vid510	一只猩猩在禾苗里穿行
12001	vid1403	一名小女孩在整理床铺
12014	vid301	一个人在削茄子皮
12029	vid101	一个人在碗里搅拌鸡蛋
12039	vid1409	一个女人在画眉毛
12059	vid1785	一位女士在化妆
12061	vid503	一个男孩儿在玩滑板
12062	vid1242	一个人在逗藏在盒子里的猫
12065	vid596	一只猫在看电视
12066	vid840	一个人在切培根
12068	vid1893	一个女人喂一个男人
12093	vid1368	一个人把身体埋在沙子里只露着头
12096	vid1171	一只猫在玩绳子
12117	vid786	一个女人在往平底锅里倒油
12137	vid1734	一个女生在弹吉他
12144	vid1675	一个女孩追着另一个人
12197	vid1367	一个女人在跳舞
12203	vid203	一个人在用枪射击
12214	vid579	一个小孩开心地笑着
12223	vid1785	一个女人在化妆
12245	vid1217	一个男孩在弹钢琴
12247	vid556	一个人弹吉他一个人跟着唱歌
12256	vid611	一群女人在土地上跳舞
12284	vid1041	一只狗在玩球
12286	vid1832	几只猩猩在跳舞
12289	vid417	一个人在箭一卷纸
12301	vid413	一个男人在跳钢管舞的时候摔倒了
12325	vid80	一个男人用口吹勺子里的食物
12348	vid170	一个男人牵着一匹马
12356	vid893	一个男人在接受采访
12360	vid1068	一个人在抬汽车
12365	vid711	一个女人在摇头
12389	vid1252	一只刺猬在咬桌子上的步
12423	vid1477	一辆警车截停了另一辆车
12429	vid124	一个人吃了一片面包
12434	vid1500	一个女人在熬粥
12449	vid1029	一个女人在切肉
12454	vid774	一个女人在抽烟
12468	vid1348	一只猫在水池里洗头
12508	vid1343	一个人拿出一块香肠披萨
12529	vid1423	一个人把一张黄色的纸对折
12554	vid235	一个人把面粉倒进混合物里
12566	vid887	一只猫在喝奶
12591	vid1636	一个人把一锅酱倒进另一个锅里
12612	vid1354	三个男人在一边弹吉他一边唱歌
12624	vid1191	一个男人在读一条电脑上的消息
12685	vid1731	一个人用滑板挡住脸
12704	vid1238	一个男人在吹小号
12709	vid110	六个人准备起跑
12715	vid530	两个机器人在接吻
12820	vid623	一个女人在切豆腐
12834	vid319	一个男人在一边弹吉他一边唱歌
12858	vid1108	一个人跑进了沙尘暴中
12877	vid1372	一个小女孩摔倒了
12912	vid995	一个人在把洋葱切丁
12917	vid712	一只北极熊用肚子在雪地上滑
12929	vid1303	一只猫在洗脸
12976	vid752	一只狗在叼一根竹竿
12988	vid603	一只大象在用鼻子画画
12990	vid757	一个男人在海边的一条绳子上走
12992	vid540	一个人在削苹果皮
13011	vid591	一只猫和一只狗在打架
